Geneid,shScramble,shDDX41,DMSO,CX5461
ENSG00000143256.5,1086.292643161176,1160.5344971401112,1263.2585190686366,1064.335459378775
ENSG00000158793.14,94.57650537285777,54.45396710091792,81.60134710175329,94.75851723118042
ENSG00000158796.17,49.182911875949664,28.95371070851507,53.94330545255323,53.91775908878579
ENSG00000143222.12,152.64227627155367,139.5625628132208,183.6583539261325,193.5843615865915
ENSG00000143258.17,53.38496981280249,49.78212006063825,22.30555383951815,24.98052335639939
ENSG00000143224.18,196.4351681371901,379.2847790843815,81.07065660836086,83.69633773811817
ENSG00000158850.15,65.18468844347896,49.40475905563044,51.934238899420514,41.23354011025452
ENSG00000158859.10,0.0,1.3942579274985665,0.0,0.2675073398924792
ENSG00000158864.13,106.99906947709576,79.9148906594391,129.73970993080036,108.46890504081244
ENSG00000158869.11,34.74084135120825,4.984038193112096,0.0,0.0
ENSG00000158874.11,0.0,5.084246368423345,0.0,0.0
ENSG00000158882.15,30.528870613094583,17.519098698851632,14.35017741316311,28.5708568561189
ENSG00000143257.12,0.0,0.0,0.0,0.0
ENSG00000248485.2,0.0,0.0,0.0,0.0
ENSG00000158887.19,2.2252605357185886,2.234703636353516,0.0,1.2862748278178835
ENSG00000143252.16,77.97771540780438,95.99121298111582,136.5643460919868,143.9451088859288
ENSG00000188931.4,12.362558531769936,0.0,0.0,0.0
ENSG00000143226.16,134.12304372424103,68.23223662824137,154.36321574125597,120.88184037524948
ENSG00000173110.8,0.0,0.0,1.1140937453814532,0.0
ENSG00000203747.13,0.0,0.9706288521535475,0.530038539469358,0.5586850262239292
ENSG00000289768.1,0.0,0.0,0.0,0.0
ENSG00000244682.8,6.092722256345069,4.588932968634251,0.0,0.8804491817282554
ENSG00000162747.13,1.7234546656321923,8.653841531268121,0.9451335628145974,0.0
ENSG00000072694.22,0.7189046058294463,2.1658660337310565,1.1827306252622036,1.2466525378550488
ENSG00000132185.18,11.686864492934268,8.802344094339041,12.01690429178621,7.599822265122459
ENSG00000162746.15,14.658935738935163,20.24157066248972,19.092349535462706,19.065046279797816
ENSG00000081721.12,29.867997542420326,57.26269533561933,59.56165199485408,39.23795232418346
ENSG00000118217.7,68.42875068121523,27.62239718776729,98.78159880042584,76.00591915339777
ENSG00000162745.11,4.184527829558279,2.80152350913123,1.5298488456987298,2.418796687879111
ENSG00000198929.13,0.0,1.2234817464120349,0.3340579030269063,0.0
ENSG00000254706.3,0.0,0.0,0.0,0.0
ENSG00000171722.13,0.0,0.0,0.0,0.0
ENSG00000239887.6,0.0,0.0,0.0,0.0
ENSG00000198574.6,3.423477747259368,3.4380055943900256,2.8161260504901486,5.936653051467156
ENSG00000152332.16,107.60559164936777,112.21846547605678,24.965915635040265,28.10944449632292
ENSG00000117143.14,83.8989223415008,61.370893325707634,117.58042638390944,98.78891430361423
ENSG00000162733.19,2.586346599763023,1.2986610013947366,0.9455593370117388,1.2458288493596046
ENSG00000132196.16,4.000259324243282,1.0043086994481731,5.484303449777012,5.202637524723254
ENSG00000185860.14,0.0,0.0,0.0,0.0
ENSG00000117152.14,0.0,0.0,0.0,0.0
ENSG00000143248.13,0.722269044655037,1.4506681214251391,0.0,0.0
ENSG00000143228.13,247.61153075916835,214.3640460214185,329.3270389939149,338.9001316124573
ENSG00000185630.20,9.008843526296848,11.103226438166784,6.5123492395965545,7.456067335470208
ENSG00000162761.14,0.0,0.0,0.0,0.0
ENSG00000143171.13,0.0,0.0,0.0,0.0
ENSG00000162763.4,0.0,0.0,0.0,0.0
ENSG00000143198.13,94.47408272918524,121.72640522909244,87.6518650311008,94.10637122050612
ENSG00000143149.13,132.0577793811048,126.22694134840198,198.0637861239588,168.30223844527646
ENSG00000143183.18,219.1835668490372,226.4284298456957,217.24514264638285,231.58260090021943
ENSG00000143179.16,56.85821056686457,46.78030808059623,88.65850827721994,64.93993474922476
ENSG00000188859.7,1.6731282223448032,0.8401141490050813,0.0,0.0
ENSG00000143157.12,42.96438278818592,21.5733530769328,30.38186169166792,30.39000966822473
ENSG00000152382.6,87.43739242935628,120.94370197437394,108.56651463613748,93.4545193866304
ENSG00000143195.13,0.0,0.0,0.0,0.0
ENSG00000143194.13,0.0,1.526242953672192,0.8334468775010553,0.8784913849455052
ENSG00000143167.12,0.0,0.0,0.0,0.0
ENSG00000198842.10,0.0,0.0,0.0,0.0
ENSG00000143190.23,23.278410070488885,16.184211351796097,16.039030347238825,14.83576917619155
ENSG00000198821.12,0.511089643392262,0.0,0.0,0.0
ENSG00000143162.9,375.6396893375232,156.44965658646572,269.87446146871054,233.96423146279645
ENSG00000198771.11,50.97795262782144,35.30640160313578,35.34672195236564,41.9988817019287
ENSG00000197965.12,68.35695647634623,31.264986509458588,66.43664562127948,53.59630082525925
ENSG00000143199.18,1.5581534446490686,3.129531228242996,1.2817248511838408,0.4503323367217798
ENSG00000143158.11,52.59476664217362,58.28188407169141,119.34908735587516,160.39427771444005
ENSG00000143164.16,89.52562605642339,73.90539856668663,57.000576520955455,60.51978138496132
ENSG00000143147.15,0.4190514278527604,0.8416594233441466,0.9192224823940868,0.9689028220402732
ENSG00000143155.13,178.69833900301347,177.94862289481705,301.4032711728298,285.57642795259886
ENSG00000213064.10,43.505361102174064,33.838317966893534,36.02107324930834,40.18677127652468
ENSG00000143178.13,5.022897797160069,13.871585564241643,0.6886327481294808,0.0
ENSG00000143185.4,0.0,0.0,0.0,0.0
ENSG00000143184.5,0.0,0.0,0.0,0.0
ENSG00000143196.5,0.0,0.0,0.0,0.0
ENSG00000143153.14,3.114278373829108,4.300304393796637,4.2696351023162284,7.425646788745229
ENSG00000143156.14,35.141837421369104,31.92992079224944,50.93208735771927,49.33194643939523
ENSG00000117475.14,56.3596745630297,93.0736514512682,61.81470401403115,68.77529674916303
